timestamp docsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife nglitches walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion mongoid 
20150730_191931 50 1 8 500 100000 263688301 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 62920576 q3-extractinstructions.txt 20150730_194617 0.5 55b2afeb7768392c683f08d6
20150730_192826 50 1 8 500 100000 533657980 0 10000 0 730 10000 0 39 2500 1 756 756 0 0 30000 100 0 0 15 805.547 178.777 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 40489891 q3-extractinstructions.txt 20150730_194634 0.5 55b2afeb7768392c683f08d8
20150730_193506 50 1 8 500 100000 258760793 0 10000 0 758 10000 0 39 2500 1 790 790 0 0 30000 100 0 0 10 585.928 163.161 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 31274327 q3-extractinstructions.txt 20150730_194812 0.5 55b2afeb7768392c683f08dc
20150730_194901 50 1 1 1000 100000 919028296 10000 10000 0 0 0 10000 39 2500 1 0 0 0 10000 30000 100 0 0 2 102.034 22.651 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 5907184 q3-extractinstructions.txt 20150730_195128 0.5 55b2afeb7768392c683f08e3
20150730_192913 50 1 8 500 100000 711283608 0 10000 0 703 10000 0 39 2500 1 727 727 0 0 30000 100 0 0 18 1041.628 196.156 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 53861042 q3-extractinstructions.txt 20150730_195232 0.5 55b2afeb7768392c683f08d9
20150730_193422 50 1 8 500 100000 664375964 0 10000 0 749 10000 0 39 2500 1 764 764 0 0 30000 100 0 0 18 874.384 182.318 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 47741357 q3-extractinstructions.txt 20150730_195422 0.5 55b2afeb7768392c683f08db
20150730_195432 50 1 1 1000 100000 141246882 43 10000 9957 0 43 43 39 2500 1 43 0 43 43 30000 100 0 0 0 21.365 17.254 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 84098 q3-extractinstructions.txt 20150730_195504 0.5 55b2afeb7768392c683f08e5
20150730_195247 50 1 1 1000 100000 103765041 10000 10000 0 0 4 10000 39 2500 1 4 0 4 10000 30000 100 0 0 2 116.357 23.681 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 5908222 q3-extractinstructions.txt 20150730_195526 0.5 55b2afeb7768392c683f08e4
20150730_195601 50 1 1 1000 100000 117661523 57 10000 9943 0 57 57 39 2500 1 57 0 57 57 30000 100 0 0 0 25.251 17.643 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 95464 q3-extractinstructions.txt 20150730_195644 0.5 55b2afeb7768392c683f08e7
20150730_195749 50 1 1 1000 100000 967561224 44 10000 9956 0 43 44 39 2500 1 43 0 43 43 30000 100 0 0 0 25.545 20.904 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 84611 q3-extractinstructions.txt 20150730_195823 0.5 55b2afeb7768392c683f08e9
20150730_195449 50 1 1 1000 100000 681028781 10000 10000 0 0 1 10000 39 2500 1 1 0 1 10000 30000 100 0 0 2 174.057 25.959 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 5905403 q3-extractinstructions.txt 20150730_195836 0.5 55b2afeb7768392c683f08e6
20150730_195555 50 1 1 1000 100000 105731136 10000 10000 0 0 54 10000 39 2500 1 54 0 54 10000 30000 100 0 0 2 140.830 22.916 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 5947443 q3-extractinstructions.txt 20150730_195908 0.5 55b2afeb7768392c683f08e8
20150730_195844 50 1 1 1000 100000 420477893 58 10000 9942 0 55 58 39 2500 1 55 0 55 55 30000 100 0 0 0 26.425 21.263 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 95340 q3-extractinstructions.txt 20150730_195920 0.5 55b2afeb7768392c683f08ea
20150730_195921 50 1 1 1000 100000 263688301 10000 10000 0 0 19 10000 39 2500 1 19 0 19 10000 30000 100 0 0 2 132.739 22.792 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 5942958 q3-extractinstructions.txt 20150730_200224 0.5 55b2afeb7768392c683f08eb
20150730_195937 50 1 1 1000 100000 50746969 10000 10000 0 0 15 10000 39 2500 1 15 0 15 10000 30000 100 0 0 2 132.836 23.088 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 5940251 q3-extractinstructions.txt 20150730_200240 0.5 55b2afeb7768392c683f08ec
20150730_193542 50 1 8 500 100000 666549275 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 63973253 q3-extractinstructions.txt 20150730_200341 0.5 55b2afeb7768392c683f08dd
20150730_200349 50 1 1 1000 100000 597296547 53 10000 9947 0 52 53 39 2500 1 52 0 52 52 30000 100 0 0 0 19.722 16.177 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 91494 q3-extractinstructions.txt 20150730_200418 0.5 55b2afeb7768392c683f08ef
20150730_200158 50 1 1 1000 100000 533657980 10000 10000 0 9958 18 10000 39 2500 1 18 0 18 10000 30000 100 0 0 1 135.397 23.479 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 5936920 q3-extractinstructions.txt 20150730_200457 0.5 55b2afeb7768392c683f08ed
20150730_200512 50 1 1 1000 100000 258760793 45 10000 9955 0 43 45 39 2500 1 43 0 43 43 30000 100 0 0 0 25.719 21.169 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 86233 q3-extractinstructions.txt 20150730_200547 0.5 55b2afeb7768392c683f08f1
20150730_200252 50 1 1 1000 100000 711283608 10000 10000 0 0 28 10000 39 2500 1 28 0 28 10000 30000 100 0 0 2 131.056 22.808 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 5944714 q3-extractinstructions.txt 20150730_200554 0.5 55b2afeb7768392c683f08ee
20150730_193850 50 1 8 500 100000 376517787 0 10000 0 690 10000 0 39 2500 1 715 715 0 0 30000 100 0 0 21 1155.138 202.536 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 61007038 q3-extractinstructions.txt 20150730_200610 0.5 55b2afeb7768392c683f08de
20150730_200414 50 1 1 1000 100000 664375964 10000 10000 0 0 2 10000 39 2500 1 2 0 2 10000 30000 100 0 0 2 135.667 25.459 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 5909217 q3-extractinstructions.txt 20150730_200712 0.5 55b2afeb7768392c683f08f0
20150730_200548 50 1 1 1000 100000 666549275 10000 10000 0 0 21 10000 39 2500 1 21 0 21 10000 30000 100 0 0 2 124.367 23.244 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 5942676 q3-extractinstructions.txt 20150730_200844 0.5 55b2afeb7768392c683f08f2
20150730_200623 50 1 1 1000 100000 376517787 10000 10000 0 0 12 10000 39 2500 1 12 0 12 10000 30000 100 0 0 2 138.758 24.491 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 5909525 q3-extractinstructions.txt 20150730_200936 0.5 55b2afeb7768392c683f08f3
20150730_200638 50 1 1 1000 100000 817713633 10000 10000 0 0 7 10000 39 2500 1 7 0 7 10000 30000 100 0 0 2 152.340 26.052 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 5909582 q3-extractinstructions.txt 20150730_201005 0.5 55b2afeb7768392c683f08f4
20150730_200920 50 1 1 1000 100000 792850679 49 10000 9951 0 48 49 39 2500 1 48 0 48 48 30000 100 0 0 0 37.185 23.369 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 89583 q3-extractinstructions.txt 20150730_201006 0.5 55b2afeb7768392c683f08f7
20150730_200723 50 1 1 1000 100000 519606501 10000 10000 0 0 3 10000 39 2500 1 3 0 3 10000 30000 100 0 0 2 177.571 27.549 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 5907105 q3-extractinstructions.txt 20150730_201113 0.5 55b2afeb7768392c683f08f5
20150730_200801 50 1 1 1000 100000 715258232 10000 10000 0 0 2 10000 39 2500 1 2 0 2 10000 30000 100 0 0 2 205.751 29.359 ../Q3/./log/doc50cop1shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 5911262 q3-extractinstructions.txt 20150730_201222 0.5 55b2afeb7768392c683f08f6
20150730_194158 50 1 8 500 100000 817713633 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 65926749 q3-extractinstructions.txt 20150730_201345 0.5 55b2afeb7768392c683f08df
20150730_194827 50 1 8 500 100000 792850679 0 10000 0 740 10000 0 39 2500 1 779 779 0 0 30000 100 0 0 19 1136.748 198.059 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 54643312 q3-extractinstructions.txt 20150730_201516 0.5 55b2afeb7768392c683f08e2
20150730_201118 50 1 2 1000 100000 141246882 5 10000 0 92 10000 5 39 2500 1 97 92 5 5 30000 100 0 0 3 228.234 54.054 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 10465221 q3-extractinstructions.txt 20150730_201628 0.5 55b2afeb7768392c683f08fa
20150730_194635 50 1 8 500 100000 519606501 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 61832783 q3-extractinstructions.txt 20150730_201635 0.5 55b2afeb7768392c683f08e0
20150730_201034 50 1 2 1000 100000 103765041 3 10000 0 91 10000 3 39 2500 1 94 91 3 3 30000 100 0 0 4 291.247 56.098 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 13480038 q3-extractinstructions.txt 20150730_201708 0.5 55b2afeb7768392c683f08f9
20150730_194649 50 1 8 500 100000 715258232 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 64861863 q3-extractinstructions.txt 20150730_201738 0.5 55b2afeb7768392c683f08e1
20150730_201006 50 1 2 1000 100000 919028296 6 10000 0 97 10000 6 39 2500 1 103 97 6 6 30000 100 0 0 5 361.854 62.588 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 16559455 q3-extractinstructions.txt 20150730_201806 0.5 55b2afeb7768392c683f08f8
20150730_201351 50 1 2 1000 100000 117661523 5 10000 0 103 10000 5 39 2500 1 109 104 5 5 30000 100 0 0 3 208.565 55.771 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 10430091 q3-extractinstructions.txt 20150730_201834 0.5 55b2afeb7768392c683f08fc
20150730_201616 50 1 2 1000 100000 967561224 0 10000 0 9998 2 0 39 2500 1 92 92 0 0 30000 100 0 0 2 162.981 43.478 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 7366814 q3-extractinstructions.txt 20150730_201952 0.5 55b2afeb7768392c683f08fe
20150730_201652 50 1 2 1000 100000 420477893 5 10000 0 9999 6 5 39 2500 1 108 103 5 5 30000 100 0 0 2 162.185 43.275 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 7392845 q3-extractinstructions.txt 20150730_202025 0.5 55b2afeb7768392c683f08ff
20150730_201236 50 1 2 1000 100000 681028781 8 10000 0 78 10000 8 39 2500 1 86 78 8 8 30000 100 0 0 6 360.223 61.339 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 19587080 q3-extractinstructions.txt 20150730_202042 0.5 55b2afeb7768392c683f08fb
20150730_201942 50 1 2 1000 100000 597296547 0 10000 0 9997 3 0 39 2500 1 97 97 0 0 30000 100 0 0 1 109.048 37.487 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 4330851 q3-extractinstructions.txt 20150730_202205 0.5 55b2afeb7768392c683f0904
20150730_201844 50 1 2 1000 100000 711283608 1 10000 0 9997 4 1 39 2500 1 83 82 1 1 30000 100 0 0 2 163.553 39.235 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 7401464 q3-extractinstructions.txt 20150730_202223 0.5 55b2afeb7768392c683f0903
20150730_201528 50 1 2 1000 100000 105731136 5 10000 0 105 10000 5 39 2500 1 110 105 5 5 30000 100 0 0 5 331.886 52.868 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 16525739 q3-extractinstructions.txt 20150730_202253 0.5 55b2afeb7768392c683f08fd
20150730_201717 50 1 2 1000 100000 263688301 2 10000 0 91 10000 2 39 2500 1 93 91 2 2 30000 100 0 0 4 272.696 45.272 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 13500439 q3-extractinstructions.txt 20150730_202325 0.5 55b2afeb7768392c683f0900
20150730_202053 50 1 2 1000 100000 258760793 0 10000 0 9997 3 0 39 2500 1 86 86 0 0 30000 100 0 0 1 117.251 37.736 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 4345464 q3-extractinstructions.txt 20150730_202325 0.5 55b2afeb7768392c683f0906
20150730_201744 50 1 2 1000 100000 50746969 9 10000 0 74 10000 9 39 2500 1 83 74 9 9 30000 100 0 0 4 272.870 44.991 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 13492834 q3-extractinstructions.txt 20150730_202349 0.5 55b2afeb7768392c683f0901
20150730_202109 50 1 2 1000 100000 666549275 10000 10000 0 27 0 10000 39 2500 1 27 27 0 10000 30000 100 0 0 5 206.767 50.825 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 11063367 q3-extractinstructions.txt 20150730_202556 0.5 55b2afeb7768392c683f0907
20150730_202356 50 1 2 1000 100000 792850679 3 10000 0 9995 8 3 39 2500 1 96 93 3 3 30000 100 0 0 1 89.766 41.746 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 4350719 q3-extractinstructions.txt 20150730_202601 0.5 55b2afeb7768392c683f090c
20150730_201821 50 1 2 1000 100000 533657980 7 10000 0 82 10000 7 39 2500 1 89 82 7 7 30000 100 0 0 6 349.856 54.491 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 19630352 q3-extractinstructions.txt 20150730_202626 0.5 55b2afeb7768392c683f0902
20150730_202301 50 1 2 1000 100000 817713633 3 10000 0 78 9999 3 39 2500 1 81 79 2 2 30000 100 0 0 6 226.558 59.92 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 16532950 q3-extractinstructions.txt 20150730_202858 0.5 55b2afeb7768392c683f0909
20150730_202351 50 1 2 1000 100000 715258232 3 10000 0 74 10000 3 39 2500 1 77 74 3 3 30000 100 0 0 4 204.616 57.3 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 13493549 q3-extractinstructions.txt 20150730_202903 0.5 55b2afeb7768392c683f090b
20150730_202037 50 1 2 1000 100000 664375964 9 10000 0 85 10000 9 39 2500 1 94 85 9 9 30000 100 0 0 7 355.090 63.601 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 22628765 q3-extractinstructions.txt 20150730_202926 0.5 55b2afeb7768392c683f0905
20150730_202336 50 1 2 1000 100000 519606501 7 10000 0 109 10000 7 39 2500 1 116 109 7 7 30000 100 0 0 5 227.198 62.385 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 16544852 q3-extractinstructions.txt 20150730_202934 0.5 55b2afeb7768392c683f090a
20150730_202235 50 1 2 1000 100000 376517787 4 10000 0 79 10000 4 39 2500 1 84 80 4 4 30000 100 0 0 7 310.179 70.248 ../Q3/./log/doc50cop2shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 22668221 q3-extractinstructions.txt 20150730_203037 0.5 55b2afeb7768392c683f0908
20150730_202930 50 1 3 1000 100000 117661523 0 10000 0 9997 9 0 39 2500 1 136 130 6 0 30000 100 0 0 2 109.328 65.818 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 4353051 q3-extractinstructions.txt 20150730_203154 0.5 55b2afeb7768392c683f0911
20150730_202619 50 1 3 1000 100000 103765041 0 10000 0 146 10000 0 39 2500 1 157 147 10 0 30000 100 0 0 4 241.431 83.991 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 13496897 q3-extractinstructions.txt 20150730_203157 0.5 55b2afeb7768392c683f090e
20150730_202634 50 1 3 1000 100000 141246882 0 10000 0 141 10000 0 39 2500 1 147 141 6 0 30000 100 0 0 5 255.976 83.259 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 13552314 q3-extractinstructions.txt 20150730_203227 0.5 55b2afeb7768392c683f090f
20150730_202443 50 1 3 1000 100000 919028296 10000 10000 0 99 9990 10000 39 2500 1 118 101 17 10000 30000 100 0 0 10 428.101 102.928 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 25383054 q3-extractinstructions.txt 20150730_203436 0.5 55b2afeb7768392c683f090d
20150730_203000 50 1 3 1000 100000 967561224 0 10000 0 9998 13 0 39 2500 1 166 155 11 0 30000 100 0 0 3 223.988 66.721 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 10482347 q3-extractinstructions.txt 20150730_203459 0.5 55b2afeb7768392c683f0913
20150730_203027 50 1 3 1000 100000 420477893 0 10000 0 10000 7 0 39 2500 1 153 147 6 0 30000 100 0 0 3 233.574 63.259 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 10476112 q3-extractinstructions.txt 20150730_203531 0.5 55b2afeb7768392c683f0914
20150730_202720 50 1 3 1000 100000 681028781 0 10000 0 117 10000 0 39 2500 1 128 117 11 0 30000 100 0 0 7 433.107 85.94 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 22676790 q3-extractinstructions.txt 20150730_203701 0.5 55b2afeb7768392c683f0910
20150730_203236 50 1 3 1000 100000 533657980 0 10000 0 131 10000 0 39 2500 1 143 131 12 0 30000 100 0 0 5 290.558 70.808 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 16606635 q3-extractinstructions.txt 20150730_203935 0.5 55b2afeb7768392c683f0917
20150730_203352 50 1 3 1000 100000 711283608 0 10000 0 120 10000 0 39 2500 1 127 120 7 0 30000 100 0 0 4 242.495 71.495 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 13541120 q3-extractinstructions.txt 20150730_203939 0.5 55b2afeb7768392c683f0918
20150730_203124 50 1 3 1000 100000 263688301 2 10000 0 105 10000 2 39 2500 1 134 106 28 2 30000 100 0 0 7 399.366 76.535 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 21686744 q3-extractinstructions.txt 20150730_204051 0.5 55b2afeb7768392c683f0915
20150730_202935 50 1 3 1000 100000 105731136 0 10000 0 116 10000 0 39 2500 1 145 118 27 0 30000 100 0 0 9 473.543 88.141 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 28815538 q3-extractinstructions.txt 20150730_204111 0.5 55b2afeb7768392c683f0912
20150730_203220 50 1 3 1000 100000 50746969 5 10000 0 106 10000 5 39 2500 1 120 106 14 5 30000 100 0 0 8 377.972 77.174 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 21679672 q3-extractinstructions.txt 20150730_204123 0.5 55b2afeb7768392c683f0916
20150730_203710 50 1 3 1000 100000 258760793 0 10000 0 136 10000 0 39 2500 1 148 136 12 0 30000 100 0 0 4 254.210 75.66 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 12562243 q3-extractinstructions.txt 20150730_204243 0.5 55b2afeb7768392c683f091b
20150730_203736 50 1 3 1000 100000 666549275 0 10000 0 117 10000 0 39 2500 1 136 119 17 0 30000 100 0 0 7 345.659 91.447 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 22679394 q3-extractinstructions.txt 20150730_204618 0.5 55b2afeb7768392c683f091c
20150730_203509 50 1 3 1000 100000 597296547 1 10000 0 109 10000 1 39 2500 1 132 110 22 1 30000 100 0 0 10 457.060 100.762 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 30869346 q3-extractinstructions.txt 20150730_204641 0.5 55b2afeb7768392c683f0919
20150730_203955 50 1 3 1000 100000 376517787 0 10000 0 103 10000 0 39 2500 1 116 103 13 0 30000 100 0 0 6 271.545 84.911 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 18620582 q3-extractinstructions.txt 20150730_204652 0.5 55b2afeb7768392c683f091d
20150730_203544 50 1 3 1000 100000 664375964 0 10000 0 101 10000 0 39 2500 1 124 101 23 0 30000 100 0 0 10 458.697 102.368 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 31883773 q3-extractinstructions.txt 20150730_204732 0.5 55b2afeb7768392c683f091a
20150730_204115 50 1 3 1000 100000 519606501 0 10000 0 129 10000 0 39 2500 1 137 129 8 0 30000 100 0 0 6 284.958 85.878 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 16526811 q3-extractinstructions.txt 20150730_204802 0.5 55b2afeb7768392c683f091f
20150730_204100 50 1 3 1000 100000 817713633 4 10000 0 102 10000 4 39 2500 1 125 102 23 4 30000 100 0 0 7 373.238 92.118 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 21627990 q3-extractinstructions.txt 20150730_204948 0.5 55b2afeb7768392c683f091e
20150730_204247 50 1 3 1000 100000 792850679 0 10000 0 132 10000 0 39 2500 1 147 134 13 0 30000 100 0 0 6 344.927 88.219 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 19645444 q3-extractinstructions.txt 20150730_205053 0.5 55b2afeb7768392c683f0921
20150730_204130 50 1 3 1000 100000 715258232 0 10000 0 98 10000 0 39 2500 1 122 99 23 0 30000 100 0 0 8 419.741 95.925 ../Q3/./log/doc50cop3shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 25727640 q3-extractinstructions.txt 20150730_205136 0.5 55b2afeb7768392c683f0920
20150730_204718 50 1 4 1000 100000 141246882 0 10000 0 196 10000 0 39 2500 1 197 197 0 0 30000 100 0 0 6 267.376 106.128 ../Q3/./log/doc50cop4shlf1lif1000_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 16640290 q3-extractinstructions.txt 20150730_205340 0.5 55b2afeb7768392c683f0924
