timestamp docsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife nglitches walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion mongoid 
20150730_173707 50 1 2 500 100000 597296547 10 10000 0 174 10000 10 39 2500 1 186 176 10 10 30000 100 0 0 3 218.648 47.05 ../Q3/./log/doc50cop2shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 10492961 q3-extractinstructions.txt 20150730_174152 0.5 55b2afeb7768392c683f0886
20150730_173615 50 1 2 500 100000 533657980 6 10000 0 183 10000 6 39 2500 1 190 184 6 6 30000 100 0 0 4 267.063 54.164 ../Q3/./log/doc50cop2shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 13572761 q3-extractinstructions.txt 20150730_174209 0.5 55b2afeb7768392c683f0884
20150730_173754 50 1 2 500 100000 664375964 15 10000 0 169 9996 15 39 2500 1 180 169 11 11 30000 100 0 0 5 282.673 48.469 ../Q3/./log/doc50cop2shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 14591619 q3-extractinstructions.txt 20150730_174421 0.5 55b2afeb7768392c683f0887
20150730_174013 50 1 2 500 100000 519606501 10 10000 0 194 10000 10 39 2500 1 204 194 10 10 30000 100 0 0 3 193.368 47.331 ../Q3/./log/doc50cop2shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 10481117 q3-extractinstructions.txt 20150730_174445 0.5 55b2afeb7768392c683f088c
20150730_173943 50 1 2 500 100000 376517787 10000 10000 0 73 9949 10000 39 2500 1 77 73 4 10000 30000 100 0 0 4 217.715 42.761 ../Q3/./log/doc50cop2shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 11083816 q3-extractinstructions.txt 20150730_174446 0.5 55b2afeb7768392c683f088a
20150730_173937 50 1 2 500 100000 666549275 17 10000 0 168 9998 17 39 2500 1 185 170 15 15 30000 100 0 0 5 247.569 51.278 ../Q3/./log/doc50cop2shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 14612092 q3-extractinstructions.txt 20150730_174531 0.5 55b2afeb7768392c683f0889
20150730_173957 50 1 2 500 100000 817713633 13 10000 0 146 9998 13 39 2500 1 159 148 11 11 30000 100 0 0 5 257.443 48.829 ../Q3/./log/doc50cop2shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 14582106 q3-extractinstructions.txt 20150730_174555 0.5 55b2afeb7768392c683f088b
20150730_174207 50 1 2 500 100000 792850679 12 10000 0 183 10000 12 39 2500 1 198 186 12 12 30000 100 0 0 3 193.787 47.392 ../Q3/./log/doc50cop2shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 10517918 q3-extractinstructions.txt 20150730_174627 0.5 55b2afeb7768392c683f088e
20150730_174048 50 1 2 500 100000 715258232 14 10000 0 153 10000 14 39 2500 1 169 155 14 14 30000 100 0 0 6 343.917 56.753 ../Q3/./log/doc50cop2shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 19613227 q3-extractinstructions.txt 20150730_174835 0.5 55b2afeb7768392c683f088d
20150730_174525 50 1 3 500 100000 117661523 0 10000 0 9998 11 0 39 2500 1 285 276 9 0 30000 100 0 0 2 177.269 55.77 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 7490833 q3-extractinstructions.txt 20150730_174913 0.5 55b2afeb7768392c683f0893
20150730_174454 50 1 3 500 100000 141246882 0 10000 0 273 10000 0 39 2500 1 288 276 12 0 30000 100 0 0 5 275.811 66.549 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 13626527 q3-extractinstructions.txt 20150730_175105 0.5 55b2afeb7768392c683f0891
20150730_174221 50 1 3 500 100000 919028296 0 10000 0 246 10000 0 39 2500 1 281 249 32 0 30000 100 0 0 7 401.523 80.387 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 22775047 q3-extractinstructions.txt 20150730_175134 0.5 55b2afeb7768392c683f088f
20150730_174844 50 1 3 500 100000 420477893 0 10000 0 9991 21 0 39 2500 1 283 271 12 0 30000 100 0 0 2 177.320 62.51 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 7489057 q3-extractinstructions.txt 20150730_175236 0.5 55b2afeb7768392c683f0896
20150730_174636 50 1 3 500 100000 967561224 0 10000 0 263 10000 0 39 2500 1 280 266 14 0 30000 100 0 0 4 278.399 66.659 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 13603438 q3-extractinstructions.txt 20150730_175246 0.5 55b2afeb7768392c683f0895
20150730_174246 50 1 3 500 100000 103765041 0 10000 0 242 10000 0 39 2500 1 267 242 25 0 30000 100 0 0 9 467.183 83.57 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 24842742 q3-extractinstructions.txt 20150730_175326 0.5 55b2afeb7768392c683f0890
20150730_174509 50 1 3 500 100000 681028781 1 10000 0 239 10000 1 39 2500 1 271 240 31 1 30000 100 0 0 8 465.789 75.988 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 25832218 q3-extractinstructions.txt 20150730_175547 0.5 55b2afeb7768392c683f0892
20150730_174601 50 1 3 500 100000 105731136 0 10000 0 228 10000 0 39 2500 1 271 231 40 0 30000 100 0 0 8 464.442 74.131 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 25825623 q3-extractinstructions.txt 20150730_175636 0.5 55b2afeb7768392c683f0894
20150730_174935 50 1 3 500 100000 50746969 6 10000 0 224 10000 6 39 2500 1 252 229 23 6 30000 100 0 0 6 369.728 70.777 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 18666337 q3-extractinstructions.txt 20150730_175751 0.5 55b2afeb7768392c683f0898
20150730_174910 50 1 3 500 100000 263688301 2 10000 0 240 10000 2 39 2500 1 261 243 18 2 30000 100 0 0 8 445.384 78.312 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 22828891 q3-extractinstructions.txt 20150730_175910 0.5 55b2afeb7768392c683f0897
20150730_175249 50 1 3 500 100000 711283608 0 10000 0 253 10000 0 39 2500 1 277 256 21 0 30000 100 0 0 4 298.461 65.77 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 13619952 q3-extractinstructions.txt 20150730_175924 0.5 55b2afeb7768392c683f089a
20150730_175558 50 1 3 500 100000 258760793 0 10000 0 9996 19 0 39 2500 1 308 293 15 0 30000 100 0 0 2 199.192 61.682 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 7521660 q3-extractinstructions.txt 20150730_180008 0.5 55b2afeb7768392c683f089d
20150730_175143 50 1 3 500 100000 533657980 4 10000 0 262 10000 4 39 2500 1 293 263 30 4 30000 100 0 0 6 376.532 68.813 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 18754767 q3-extractinstructions.txt 20150730_180009 0.5 55b2afeb7768392c683f0899
20150730_175330 50 1 3 500 100000 664375964 0 10000 0 240 10000 0 39 2500 1 270 242 28 0 30000 100 0 0 7 403.573 70.06 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 19693644 q3-extractinstructions.txt 20150730_180225 0.5 55b2afeb7768392c683f089c
20150730_175305 50 1 3 500 100000 597296547 0 10000 0 237 10000 0 39 2500 1 280 242 38 0 30000 100 0 0 7 459.642 69.25 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 22737945 q3-extractinstructions.txt 20150730_180314 0.5 55b2afeb7768392c683f089b
20150730_180035 50 1 3 500 100000 792850679 4 10000 0 304 9996 4 39 2500 1 319 308 11 0 30000 100 0 0 4 176.270 60.653 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 7505344 q3-extractinstructions.txt 20150730_180420 0.5 55b2afeb7768392c683f08a3
20150730_175918 50 1 3 500 100000 817713633 1 10000 0 213 10000 1 39 2500 1 235 215 20 1 30000 100 0 0 7 380.132 74.522 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 21734566 q3-extractinstructions.txt 20150730_180811 0.5 55b2afeb7768392c683f08a0
20150730_175801 50 1 3 500 100000 376517787 0 10000 0 205 10000 0 39 2500 1 250 205 45 0 30000 100 0 0 8 455.616 78.296 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 25779165 q3-extractinstructions.txt 20150730_180841 0.5 55b2afeb7768392c683f089f
20150730_175645 50 1 3 500 100000 666549275 5 10000 0 208 10000 5 39 2500 1 263 211 52 5 30000 100 0 0 12 595.969 84.256 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 34006228 q3-extractinstructions.txt 20150730_181100 0.5 55b2afeb7768392c683f089e
20150730_180434 50 1 4 500 100000 141246882 0 10000 0 364 10000 0 39 2500 1 368 368 0 0 30000 100 0 0 5 311.845 83.882 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 13676063 q3-extractinstructions.txt 20150730_181132 0.5 55b2afeb7768392c683f08a6
20150730_180018 50 1 3 500 100000 715258232 0 10000 0 222 10000 0 39 2500 1 262 228 34 0 30000 100 0 0 10 521.307 82.009 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 28842524 q3-extractinstructions.txt 20150730_181243 0.5 55b2afeb7768392c683f08a2
20150730_175933 50 1 3 500 100000 519606501 0 10000 0 212 10000 0 39 2500 1 269 215 54 0 30000 100 0 0 11 566.702 87.828 ../Q3/./log/doc50cop3shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 31926946 q3-extractinstructions.txt 20150730_181312 0.5 55b2afeb7768392c683f08a1
20150730_180849 50 1 4 500 100000 117661523 0 10000 0 9993 7 0 39 2500 1 388 388 0 0 30000 100 0 0 3 290.289 91.229 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 10559533 q3-extractinstructions.txt 20150730_181457 0.5 55b2afeb7768392c683f08a8
20150730_180327 50 1 4 500 100000 103765041 0 10000 0 357 10000 0 39 2500 1 380 366 14 0 30000 100 0 0 9 543.373 96.298 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 26975947 q3-extractinstructions.txt 20150730_181550 0.5 55b2afeb7768392c683f08a5
20150730_180050 50 1 4 500 100000 919028296 0 10000 0 369 10000 0 39 2500 1 384 376 8 0 30000 100 0 0 11 656.024 100.636 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 34111994 q3-extractinstructions.txt 20150730_181604 0.5 55b2afeb7768392c683f08a4
20150730_181240 50 1 4 500 100000 420477893 0 10000 0 9988 12 0 39 2500 1 377 377 0 0 30000 100 0 0 3 224.551 96.627 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 10599669 q3-extractinstructions.txt 20150730_181740 0.5 55b2afeb7768392c683f08ab
20150730_180652 50 1 4 500 100000 681028781 0 10000 0 351 10000 0 39 2500 1 356 356 0 0 30000 100 0 0 8 545.596 111.571 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 25876313 q3-extractinstructions.txt 20150730_181901 0.5 55b2afeb7768392c683f08a7
20150730_180904 50 1 4 500 100000 105731136 0 10000 0 356 10000 0 39 2500 1 366 363 3 0 30000 100 0 0 8 480.326 108.997 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 24875925 q3-extractinstructions.txt 20150730_181959 0.5 55b2afeb7768392c683f08a9
20150730_181143 50 1 4 500 100000 967561224 0 10000 0 361 10000 0 39 2500 1 365 365 0 0 30000 100 0 0 6 381.320 103.787 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 19765074 q3-extractinstructions.txt 20150730_182022 0.5 55b2afeb7768392c683f08aa
20150730_181502 50 1 4 500 100000 50746969 0 10000 0 347 10000 0 39 2500 1 355 355 0 0 30000 100 0 0 6 325.544 104.77 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 19718039 q3-extractinstructions.txt 20150730_182241 0.5 55b2afeb7768392c683f08ad
20150730_181615 50 1 4 500 100000 711283608 0 10000 0 370 10000 0 39 2500 1 377 377 0 0 30000 100 0 0 6 316.542 103.101 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 19793350 q3-extractinstructions.txt 20150730_182350 0.5 55b2afeb7768392c683f08af
20150730_181629 50 1 4 500 100000 597296547 0 10000 0 372 10000 0 39 2500 1 379 379 0 0 30000 100 0 0 8 396.767 112.789 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 25866213 q3-extractinstructions.txt 20150730_182610 0.5 55b2afeb7768392c683f08b0
20150730_182005 50 1 4 500 100000 258760793 0 10000 0 373 10000 0 39 2500 1 380 380 0 0 30000 100 0 0 7 357.652 108.436 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 22852495 q3-extractinstructions.txt 20150730_182844 0.5 55b2afeb7768392c683f08b2
20150730_181559 50 1 4 500 100000 533657980 0 10000 0 343 10000 0 39 2500 1 357 345 12 0 30000 100 0 0 13 557.528 127.186 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 39249679 q3-extractinstructions.txt 20150730_183013 0.5 55b2afeb7768392c683f08ae
20150730_181325 50 1 4 500 100000 263688301 0 10000 0 307 10000 0 39 2500 1 333 310 23 0 30000 100 0 0 16 659.253 141.618 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 46441645 q3-extractinstructions.txt 20150730_183017 0.5 55b2afeb7768392c683f08ac
20150730_181908 50 1 4 500 100000 664375964 0 10000 0 373 10000 0 39 2500 1 378 378 0 0 30000 100 0 0 11 563.504 125.44 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 35076990 q3-extractinstructions.txt 20150730_183255 0.5 55b2afeb7768392c683f08b1
20150730_182312 50 1 4 500 100000 817713633 0 10000 0 341 10000 0 39 2500 1 350 349 1 0 30000 100 0 0 7 436.811 100.714 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 21797413 q3-extractinstructions.txt 20150730_183312 0.5 55b2afeb7768392c683f08b5
20150730_182135 50 1 4 500 100000 376517787 0 10000 0 367 10000 0 39 2500 1 378 376 2 0 30000 100 0 0 9 508.496 107.734 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 27932935 q3-extractinstructions.txt 20150730_183330 0.5 55b2afeb7768392c683f08b4
20150730_182029 50 1 4 500 100000 666549275 2 10000 0 349 10000 2 39 2500 1 358 356 2 2 30000 100 0 0 13 633.055 122.522 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 37209420 q3-extractinstructions.txt 20150730_183525 0.5 55b2afeb7768392c683f08b3
20150730_182429 50 1 4 500 100000 519606501 0 10000 0 384 10000 0 39 2500 1 387 387 0 0 30000 100 0 0 12 699.475 106.797 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 35064438 q3-extractinstructions.txt 20150730_183958 0.5 55b2afeb7768392c683f08b6
20150730_183317 50 1 5 500 100000 141246882 0 10000 0 467 10000 0 39 2500 1 484 484 0 0 30000 100 0 0 7 402.585 103.538 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 19849644 q3-extractinstructions.txt 20150730_184219 0.5 55b2afeb7768392c683f08bb
20150730_183043 50 1 5 500 100000 919028296 0 10000 0 468 10000 0 39 2500 1 488 483 5 0 30000 100 0 0 10 609.623 115.831 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 31070728 q3-extractinstructions.txt 20150730_184506 0.5 55b2afeb7768392c683f08b9
20150730_182841 50 1 4 500 100000 715258232 0 10000 0 339 10000 0 39 2500 1 353 348 5 0 30000 100 0 0 13 716.381 107.656 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 37118432 q3-extractinstructions.txt 20150730_184549 0.5 55b2afeb7768392c683f08b7
20150730_183342 50 1 5 500 100000 681028781 0 10000 0 447 10000 0 39 2500 1 460 460 0 0 30000 100 0 0 8 525.059 104.459 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 25953272 q3-extractinstructions.txt 20150730_184559 0.5 55b2afeb7768392c683f08bc
20150730_183109 50 1 5 500 100000 103765041 0 10000 0 455 10000 0 39 2500 1 478 460 18 0 30000 100 0 0 11 627.290 117.187 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 32138230 q3-extractinstructions.txt 20150730_184602 0.5 55b2afeb7768392c683f08ba
20150730_183028 50 1 4 500 100000 792850679 0 10000 0 381 10000 0 39 2500 1 403 390 13 0 30000 100 0 0 12 698.540 100.729 ../Q3/./log/doc50cop4shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 36203287 q3-extractinstructions.txt 20150730_184702 0.5 55b2afeb7768392c683f08b8
20150730_184045 50 1 5 500 100000 967561224 0 10000 0 449 10000 0 39 2500 1 457 457 0 0 30000 100 0 0 6 447.902 129.747 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 19814291 q3-extractinstructions.txt 20150730_185046 0.5 55b2afeb7768392c683f08bf
20150730_183538 50 1 5 500 100000 117661523 0 10000 0 445 10000 0 39 2500 1 466 455 11 0 30000 100 0 0 10 676.884 121.727 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 31089436 q3-extractinstructions.txt 20150730_185058 0.5 55b2afeb7768392c683f08bd
20150730_183615 50 1 5 500 100000 105731136 0 10000 0 419 10000 0 39 2500 1 442 432 10 0 30000 100 0 0 11 685.559 133.646 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 34093169 q3-extractinstructions.txt 20150730_185204 0.5 55b2afeb7768392c683f08be
20150730_184524 50 1 5 500 100000 420477893 0 10000 0 9986 14 0 39 2500 1 491 491 0 0 30000 100 0 0 5 314.450 131.899 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 16776461 q3-extractinstructions.txt 20150730_185240 0.5 55b2afeb7768392c683f08c0
20150730_184702 50 1 5 500 100000 711283608 0 10000 0 9985 15 0 39 2500 1 467 467 0 0 30000 100 0 0 5 312.327 129.122 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 16786925 q3-extractinstructions.txt 20150730_185412 0.5 55b2afeb7768392c683f08c4
20150730_184611 50 1 5 500 100000 50746969 0 10000 0 441 10000 0 39 2500 1 460 455 5 0 30000 100 0 0 10 469.607 155.486 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 31050484 q3-extractinstructions.txt 20150730_185745 0.5 55b2afeb7768392c683f08c2
20150730_184748 50 1 5 500 100000 597296547 0 10000 0 453 10000 0 39 2500 1 461 461 0 0 30000 100 0 0 8 420.633 140.026 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 25884787 q3-extractinstructions.txt 20150730_185753 0.5 55b2afeb7768392c683f08c5
20150730_184626 50 1 5 500 100000 533657980 0 10000 0 450 10000 0 39 2500 1 476 462 14 0 30000 100 0 0 11 502.750 156.797 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 33165469 q3-extractinstructions.txt 20150730_185843 0.5 55b2afeb7768392c683f08c3
20150730_184557 50 1 5 500 100000 263688301 0 10000 0 392 10000 0 39 2500 1 412 401 11 0 30000 100 0 0 15 710.179 160.994 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 44430365 q3-extractinstructions.txt 20150730_190242 0.5 55b2afeb7768392c683f08c1
20150730_185214 50 1 5 500 100000 258760793 0 10000 0 469 10000 0 39 2500 1 487 480 7 0 30000 100 0 0 9 525.915 127.827 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 28075354 q3-extractinstructions.txt 20150730_190409 0.5 55b2afeb7768392c683f08c7
20150730_185109 50 1 5 500 100000 664375964 0 10000 0 440 10000 0 39 2500 1 449 447 2 0 30000 100 0 0 13 686.350 138.466 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 40272955 q3-extractinstructions.txt 20150730_190712 0.5 55b2afeb7768392c683f08c6
20150730_185250 50 1 5 500 100000 666549275 0 10000 0 448 10000 0 39 2500 1 471 455 16 0 30000 100 0 0 12 666.927 126.376 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 36220649 q3-extractinstructions.txt 20150730_190806 0.5 55b2afeb7768392c683f08c8
20150730_185454 50 1 5 500 100000 817713633 0 10000 0 407 10000 0 39 2500 1 420 413 7 0 30000 100 0 0 11 688.418 120.323 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 34084279 q3-extractinstructions.txt 20150730_191025 0.5 55b2afeb7768392c683f08ca
20150730_190106 50 1 5 500 100000 792850679 0 10000 0 495 10000 0 39 2500 1 516 507 9 0 30000 100 0 0 7 475.650 109.514 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 21885388 q3-extractinstructions.txt 20150730_191136 0.5 55b2afeb7768392c683f08cd
20150730_185407 50 1 5 500 100000 376517787 0 10000 0 446 10000 0 39 2500 1 461 453 8 0 30000 100 0 0 15 872.682 130.666 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 45412947 q3-extractinstructions.txt 20150730_191423 0.5 55b2afeb7768392c683f08c9
20150730_185813 50 1 5 500 100000 519606501 0 10000 0 440 10000 0 39 2500 1 447 447 0 0 30000 100 0 0 15 812.322 128.778 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 41314942 q3-extractinstructions.txt 20150730_191657 0.5 55b2afeb7768392c683f08cb
20150730_185848 50 1 5 500 100000 715258232 0 10000 0 434 10000 0 39 2500 1 456 444 12 0 30000 100 0 0 15 857.968 130.947 ../Q3/./log/doc50cop5shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 46419732 q3-extractinstructions.txt 20150730_191847 0.5 55b2afeb7768392c683f08cc
20150730_190844 50 1 8 500 100000 681028781 0 10000 0 696 10000 0 39 2500 1 717 717 0 0 30000 100 0 0 12 641.591 202.036 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 34316766 q3-extractinstructions.txt 20150730_192324 0.5 55b2afeb7768392c683f08d1
20150730_190632 50 1 8 500 100000 103765041 0 10000 0 744 10000 0 39 2500 1 770 770 0 0 30000 100 0 0 17 844.959 216.653 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 47662794 q3-extractinstructions.txt 20150730_192616 0.5 55b2afeb7768392c683f08cf
20150730_191858 50 1 8 500 100000 420477893 0 10000 0 752 10000 0 39 2500 1 781 781 0 0 30000 100 0 0 8 438.091 177.825 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 22038688 q3-extractinstructions.txt 20150730_192845 0.5 55b2afeb7768392c683f08d5
20150730_190404 50 1 8 500 100000 919028296 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 62879125 q3-extractinstructions.txt 20150730_192939 0.5 55b2afeb7768392c683f08ce
20150730_190818 50 1 8 500 100000 141246882 0 10000 0 708 10000 0 39 2500 1 727 727 0 0 30000 100 0 0 20 920.557 223.378 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 53852431 q3-extractinstructions.txt 20150730_193021 0.5 55b2afeb7768392c683f08d0
20150730_191709 50 1 8 500 100000 967561224 0 10000 0 699 10000 0 39 2500 1 726 726 0 0 30000 100 0 0 13 714.313 206.951 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 41437328 q3-extractinstructions.txt 20150730_193408 0.5 55b2afeb7768392c683f08d4
20150730_191431 50 1 8 500 100000 105731136 0 10000 0 655 10000 0 39 2500 1 680 680 0 0 30000 100 0 0 19 825.131 229.041 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 52710057 q3-extractinstructions.txt 20150730_193458 0.5 55b2afeb7768392c683f08d3
20150730_191143 50 1 8 500 100000 117661523 0 10000 0 726 10000 0 39 2500 1 752 752 0 0 30000 100 0 0 22 994.855 239.445 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 63931682 q3-extractinstructions.txt 20150730_193638 0.5 55b2afeb7768392c683f08d2
20150730_192342 50 1 8 500 100000 50746969 0 10000 0 721 10000 0 39 2500 1 743 743 0 0 30000 100 0 0 11 715.467 189.307 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 33269611 q3-extractinstructions.txt 20150730_193901 0.5 55b2afeb7768392c683f08d7
20150730_193031 50 1 8 500 100000 597296547 0 10000 0 703 10000 0 39 2500 1 728 728 0 0 30000 100 0 0 11 683.072 163.63 ../Q3/./log/doc50cop8shlf1lif500_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 35284011 q3-extractinstructions.txt 20150730_194558 0.5 55b2afeb7768392c683f08da
