timestamp docsize shelfsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife glitchspan nglitches walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion mongoid 
20160226_170449 50 1 3 2 100000 420477893 5517 10000 67 767 3649 5517 0 0 0 0 0 0 0 0 100 0 0 1 0 60.011 25.892 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed420477893.log 7655389 hl-extractinstructions.txt 20160226_170632 0.5 56d0c7337768393b20adb121
20160226_170532 50 1 3 2 100000 263688301 5637 10000 49 789 3525 5637 0 0 0 0 0 0 0 0 100 0 0 1 0 59.387 25.89 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed263688301.log 7730058 hl-extractinstructions.txt 20160226_170714 0.5 56d0c7337768393b20adb122
20160226_170544 50 1 3 2 100000 50746969 5607 10000 51 802 3540 5607 0 0 0 0 0 0 0 0 100 0 0 1 0 60.650 26.906 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed50746969.log 7671610 hl-extractinstructions.txt 20160226_170729 0.5 56d0c7337768393b20adb123
20160226_170546 50 1 3 2 100000 533657980 5539 10000 75 793 3593 5539 0 0 0 0 0 0 0 0 100 0 0 1 0 61.366 26.781 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed533657980.log 7656283 hl-extractinstructions.txt 20160226_170731 0.5 56d0c7337768393b20adb124
20160226_170609 50 1 3 2 100000 711283608 5543 10000 57 774 3626 5543 0 0 0 0 0 0 0 0 100 0 0 1 0 63.225 27.421 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed711283608.log 7695926 hl-extractinstructions.txt 20160226_170754 0.5 56d0c7337768393b20adb125
20160226_170622 50 1 3 2 100000 597296547 5487 10000 56 761 3696 5487 0 0 0 0 0 0 0 0 100 0 0 1 0 62.512 26.406 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed597296547.log 7660950 hl-extractinstructions.txt 20160226_170806 0.5 56d0c7337768393b20adb126
20160226_170634 50 1 3 2 100000 664375964 5622 10000 58 777 3543 5622 0 0 0 0 0 0 0 0 100 0 0 1 0 62.219 27.109 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed664375964.log 7719089 hl-extractinstructions.txt 20160226_170822 0.5 56d0c7337768393b20adb127
20160226_170636 50 1 3 2 100000 258760793 5599 10000 52 752 3597 5599 0 0 0 0 0 0 0 0 100 0 0 1 0 62.273 27.203 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed258760793.log 7725770 hl-extractinstructions.txt 20160226_170824 0.5 56d0c7337768393b20adb128
20160226_170638 50 1 3 2 100000 666549275 5662 10000 57 797 3484 5662 0 0 0 0 0 0 0 0 100 0 0 1 0 61.898 28.484 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed666549275.log 7731553 hl-extractinstructions.txt 20160226_170826 0.5 56d0c7337768393b20adb129
20160226_170651 50 1 3 2 100000 376517787 5555 10000 43 808 3594 5555 0 0 0 0 0 0 0 0 100 0 0 1 0 61.948 26.5 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed376517787.log 7685723 hl-extractinstructions.txt 20160226_170836 0.5 56d0c7337768393b20adb12a
20160226_170734 50 1 3 2 100000 817713633 5457 10000 60 758 3725 5457 0 0 0 0 0 0 0 0 100 0 0 1 0 60.678 28.281 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed817713633.log 7654666 hl-extractinstructions.txt 20160226_170915 0.5 56d0c7337768393b20adb12b
20160226_170746 50 1 3 2 100000 519606501 5596 10000 50 750 3604 5596 0 0 0 0 0 0 0 0 100 0 0 1 0 62.524 27.313 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed519606501.log 7702316 hl-extractinstructions.txt 20160226_170933 0.5 56d0c7337768393b20adb12c
20160226_170748 50 1 3 2 100000 715258232 5486 10000 49 759 3706 5486 0 0 0 0 0 0 0 0 100 0 0 1 0 62.129 27.033 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed715258232.log 7682116 hl-extractinstructions.txt 20160226_170935 0.5 56d0c7337768393b20adb12d
20160226_170811 50 1 3 2 100000 792850679 5539 10000 68 768 3625 5539 0 0 0 0 0 0 0 0 100 0 0 1 0 58.727 24.218 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed792850679.log 7692545 hl-extractinstructions.txt 20160226_170951 0.5 56d0c7337768393b20adb12e
20160226_170833 50 1 4 2 100000 919028296 4525 10000 15 1528 3932 4525 0 0 0 0 0 0 0 0 100 0 0 1 0 77.085 35.0 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed919028296.log 9638820 hl-extractinstructions.txt 20160226_171044 0.5 56d0c7337768393b20adb12f
20160226_170836 50 1 4 2 100000 103765041 4539 10000 8 1478 3975 4539 0 0 0 0 0 0 0 0 100 0 0 1 0 77.380 35.484 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed103765041.log 9681143 hl-extractinstructions.txt 20160226_171047 0.5 56d0c7337768393b20adb130
20160226_170848 50 1 4 2 100000 141246882 4547 10000 8 1449 3996 4547 0 0 0 0 0 0 0 0 100 0 0 1 0 75.864 35.141 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed141246882.log 9691971 hl-extractinstructions.txt 20160226_171058 0.5 56d0c7337768393b20adb131
20160226_170900 50 1 4 2 100000 681028781 4570 10000 8 1484 3938 4570 0 0 0 0 0 0 0 0 100 0 0 1 0 77.874 35.578 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed681028781.log 9698056 hl-extractinstructions.txt 20160226_171111 0.5 56d0c7337768393b20adb132
20160226_170913 50 1 4 2 100000 117661523 4655 10000 9 1406 3930 4655 0 0 0 0 0 0 0 0 100 0 0 1 0 78.828 35.594 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed117661523.log 9721917 hl-extractinstructions.txt 20160226_171122 0.5 56d0c7337768393b20adb133
20160226_170935 50 1 4 2 100000 105731136 4583 10000 9 1362 4046 4583 0 0 0 0 0 0 0 0 100 0 0 1 0 78.593 36.376 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed105731136.log 9729652 hl-extractinstructions.txt 20160226_171144 0.5 56d0c7337768393b20adb134
20160226_170958 50 1 4 2 100000 967561224 4576 10000 13 1435 3976 4576 0 0 0 0 0 0 0 0 100 0 0 1 0 79.645 37.438 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed967561224.log 9701835 hl-extractinstructions.txt 20160226_171209 0.5 56d0c7337768393b20adb135
20160226_171000 50 1 4 2 100000 420477893 4605 10000 14 1446 3935 4605 0 0 0 0 0 0 0 0 100 0 0 1 0 79.818 36.86 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed420477893.log 9649342 hl-extractinstructions.txt 20160226_171211 0.5 56d0c7337768393b20adb136
20160226_171013 50 1 4 2 100000 263688301 4574 10000 13 1418 3995 4574 0 0 0 0 0 0 0 0 100 0 0 1 0 79.977 36.061 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed263688301.log 9692468 hl-extractinstructions.txt 20160226_171223 0.5 56d0c7337768393b20adb137
20160226_171106 50 1 4 2 100000 50746969 4529 10000 10 1520 3941 4529 0 0 0 0 0 0 0 0 100 0 0 1 0 78.200 35.438 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed50746969.log 9658114 hl-extractinstructions.txt 20160226_171319 0.5 56d0c7337768393b20adb138
20160226_171108 50 1 4 2 100000 533657980 4599 10000 16 1428 3957 4599 0 0 0 0 0 0 0 0 100 0 0 1 0 77.490 35.922 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed533657980.log 9700175 hl-extractinstructions.txt 20160226_171320 0.5 56d0c7337768393b20adb139
20160226_171120 50 1 4 2 100000 711283608 4502 10000 10 1460 4028 4502 0 0 0 0 0 0 0 0 100 0 0 1 0 76.279 35.438 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed711283608.log 9658059 hl-extractinstructions.txt 20160226_171332 0.5 56d0c7337768393b20adb13a
20160226_171122 50 1 4 2 100000 597296547 4550 10000 14 1510 3926 4550 0 0 0 0 0 0 0 0 100 0 0 1 0 76.093 34.093 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed597296547.log 9662099 hl-extractinstructions.txt 20160226_171333 0.5 56d0c7337768393b20adb13b
20160226_171155 50 1 4 2 100000 664375964 4593 10000 9 1470 3928 4593 0 0 0 0 0 0 0 0 100 0 0 1 0 78.262 35.61 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed664375964.log 9703606 hl-extractinstructions.txt 20160226_171404 0.5 56d0c7337768393b20adb13c
20160226_171218 50 1 4 2 100000 258760793 4655 10000 9 1438 3898 4655 0 0 0 0 0 0 0 0 100 0 0 1 0 78.801 36.281 ../hl/a0/log/doc50cop4shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed258760793.log 9726600 hl-extractinstructions.txt 20160226_171429 0.5 56d0c7337768393b20adb13d
